,국민,정부,경제,생각,문제,사회,발전,한국,사람,대통령,협력,지금,세계,나라,국가,평화,정책,말씀,정치,감사,역사,기업,노력,시장,참여,시대,관계,지역,기술,혁신,이제,축하,민주주의,성공,모두,문화,투자,오늘,성장,해결,중요,개혁,미래,존경,산업,추진,필요,동북아,수준,지방,언론,얘기,자리,지원,양국,각하,제도,번영,가장,전략,분야,대화,동안,이번,적극,교육,국회,자유,경쟁력,미국,국제,정상,기대,개발,가능,한반도,확대,대한민국,중심,권력,통합,다음,신뢰,시민,안정,회담,남북,과학,기회,변화,귀빈,균형,진심,책임,경쟁,지속,북한,도시,선거,사실,환경,합의,정보,일본,역할,기원,서로,위기,사업,원칙,최선,과제,강화,이상,과정,투명,계속,공동,물론,역량,올해,내외,결과,북핵,건강,공정,희망,상황,극복,마음,구조,평가,안보,전쟁,질서,가치,지도자,관리,중국,관심,이후,건설,스스로,성과,계획,개방,대학,타협,중소기업,교류,기여,인사,국정,회의,준비,시간,갈등,메시지,정말,복지,조금,민주,연구,서비스,방문
전쟁,32.0,10.0,42.0,14.0,37.0,4.0,17.0,65.0,23.0,6.0,7.0,6.0,39.0,30.0,20.0,55.0,4.0,1.0,4.0,1.0,22.0,0.0,5.0,3.0,3.0,15.0,6.0,2.0,2.0,0.0,7.0,0.0,25.0,4.0,2.0,2.0,1.0,8.0,7.0,12.0,5.0,2.0,8.0,10.0,4.0,5.0,4.0,8.0,5.0,0.0,0.0,7.0,6.0,3.0,4.0,3.0,7.0,13.0,0.0,11.0,0.0,7.0,2.0,3.0,6.0,0.0,0.0,18.0,1.0,18.0,9.0,5.0,3.0,1.0,11.0,54.0,2.0,8.0,0.0,1.0,4.0,1.0,2.0,0.0,7.0,3.0,7.0,0.0,3.0,1.0,7.0,1.0,1.0,2.0,3.0,2.0,19.0,0.0,0.0,5.0,1.0,1.0,3.0,32.0,3.0,0.0,3.0,13.0,1.0,0.0,0.0,3.0,1.0,6.0,5.0,2.0,5.0,6.0,0.0,2.0,1.0,7.0,4.0,13.0,0.0,1.0,3.0,14.0,9.0,2.0,0.0,1.0,18.0,0.0,7.0,4.0,0.0,1.0,3.0,2.0,9.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0
질서,26.0,9.0,30.0,20.0,20.0,23.0,10.0,18.0,11.0,2.0,80.0,11.0,59.0,18.0,45.0,89.0,2.0,2.0,20.0,0.0,25.0,9.0,11.0,28.0,9.0,15.0,25.0,38.0,5.0,4.0,2.0,0.0,9.0,2.0,7.0,4.0,1.0,1.0,0.0,9.0,7.0,8.0,20.0,3.0,1.0,6.0,3.0,69.0,1.0,0.0,2.0,2.0,6.0,0.0,3.0,1.0,6.0,24.0,0.0,4.0,1.0,5.0,4.0,0.0,8.0,0.0,0.0,18.0,1.0,10.0,22.0,2.0,5.0,3.0,3.0,29.0,5.0,3.0,9.0,5.0,54.0,3.0,4.0,5.0,17.0,4.0,9.0,1.0,1.0,10.0,2.0,4.0,0.0,5.0,8.0,2.0,3.0,2.0,0.0,6.0,3.0,5.0,1.0,8.0,13.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,3.0,4.0,10.0,3.0,11.0,0.0,7.0,1.0,1.0,1.0,9.0,0.0,16.0,6.0,11.0,10.0,3.0,4.0,1.0,9.0,7.0,0.0,11.0,2.0,3.0,18.0,1.0,6.0,0.0,2.0,0.0,1.0,8.0,0.0,5.0,0.0,1.0,3.0,0.0,2.0,0.0,8.0,3.0,11.0,0.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0
가치,15.0,45.0,33.0,47.0,17.0,45.0,32.0,14.0,30.0,26.0,8.0,7.0,18.0,13.0,30.0,16.0,20.0,8.0,35.0,1.0,22.0,14.0,15.0,27.0,26.0,17.0,8.0,10.0,18.0,10.0,0.0,0.0,33.0,5.0,5.0,26.0,16.0,0.0,13.0,1.0,18.0,2.0,9.0,2.0,51.0,7.0,9.0,4.0,6.0,1.0,3.0,5.0,9.0,3.0,2.0,1.0,7.0,5.0,0.0,23.0,5.0,5.0,5.0,2.0,9.0,6.0,9.0,17.0,8.0,1.0,8.0,0.0,5.0,13.0,6.0,0.0,4.0,3.0,5.0,6.0,13.0,3.0,5.0,4.0,1.0,0.0,2.0,13.0,5.0,2.0,2.0,14.0,1.0,3.0,8.0,4.0,4.0,1.0,6.0,7.0,5.0,3.0,7.0,3.0,3.0,0.0,3.0,5.0,4.0,8.0,3.0,5.0,4.0,7.0,5.0,4.0,2.0,5.0,1.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,8.0,1.0,4.0,11.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,15.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,7.0,1.0,9.0,6.0,13.0,0.0
지도자,54.0,14.0,86.0,40.0,22.0,26.0,8.0,27.0,30.0,11.0,24.0,5.0,22.0,33.0,19.0,20.0,8.0,12.0,46.0,14.0,15.0,0.0,13.0,9.0,13.0,28.0,4.0,16.0,1.0,2.0,0.0,23.0,16.0,6.0,5.0,8.0,8.0,13.0,10.0,9.0,15.0,2.0,22.0,56.0,4.0,7.0,10.0,18.0,3.0,2.0,6.0,8.0,47.0,0.0,38.0,7.0,2.0,15.0,0.0,5.0,2.0,3.0,2.0,6.0,9.0,0.0,3.0,2.0,0.0,5.0,8.0,12.0,9.0,0.0,4.0,5.0,2.0,4.0,3.0,6.0,7.0,2.0,5.0,19.0,4.0,2.0,1.0,0.0,2.0,4.0,10.0,2.0,13.0,6.0,1.0,3.0,4.0,0.0,4.0,4.0,2.0,10.0,4.0,24.0,2.0,5.0,3.0,2.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,2.0,11.0,1.0,4.0,2.0,9.0,2.0,5.0,2.0,3.0,3.0,1.0,1.0,6.0,0.0,5.0,1.0,0.0,2.0,2.0,0.0,3.0,8.0,5.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,4.0,16.0,4.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,2.0,0.0,4.0
관리,13.0,61.0,46.0,16.0,47.0,23.0,21.0,7.0,22.0,27.0,5.0,11.0,5.0,5.0,26.0,8.0,47.0,11.0,17.0,1.0,3.0,6.0,7.0,25.0,17.0,5.0,13.0,7.0,22.0,23.0,0.0,9.0,1.0,10.0,3.0,4.0,4.0,2.0,7.0,8.0,17.0,2.0,12.0,1.0,8.0,15.0,9.0,5.0,9.0,9.0,3.0,2.0,7.0,6.0,0.0,0.0,7.0,1.0,0.0,5.0,8.0,2.0,7.0,2.0,5.0,2.0,6.0,2.0,4.0,0.0,4.0,4.0,0.0,8.0,17.0,3.0,3.0,0.0,12.0,1.0,9.0,6.0,3.0,1.0,21.0,3.0,11.0,25.0,2.0,14.0,1.0,2.0,3.0,13.0,6.0,7.0,1.0,7.0,19.0,3.0,14.0,4.0,10.0,1.0,2.0,1.0,0.0,41.0,12.0,4.0,9.0,11.0,13.0,2.0,6.0,2.0,6.0,2.0,1.0,6.0,6.0,1.0,4.0,5.0,8.0,12.0,2.0,20.0,6.0,1.0,2.0,14.0,5.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,4.0,1.0,4.0,16.0,19.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,11.0,2.0,2.0,1.0,14.0,3.0,0.0,1.0,0.0,1.0,5.0,2.0,0.0
중국,21.0,11.0,43.0,21.0,28.0,11.0,23.0,69.0,16.0,1.0,30.0,3.0,29.0,22.0,11.0,25.0,7.0,3.0,4.0,3.0,13.0,10.0,12.0,26.0,1.0,15.0,23.0,7.0,10.0,2.0,1.0,2.0,0.0,6.0,4.0,10.0,16.0,1.0,16.0,12.0,10.0,4.0,9.0,9.0,13.0,6.0,10.0,13.0,4.0,5.0,0.0,2.0,7.0,4.0,10.0,10.0,0.0,9.0,0.0,12.0,7.0,14.0,6.0,10.0,12.0,0.0,0.0,3.0,3.0,53.0,9.0,14.0,1.0,6.0,2.0,17.0,5.0,1.0,6.0,4.0,1.0,5.0,0.0,0.0,4.0,12.0,5.0,3.0,11.0,6.0,5.0,2.0,0.0,1.0,13.0,2.0,12.0,1.0,1.0,5.0,3.0,5.0,2.0,99.0,4.0,2.0,3.0,0.0,9.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,3.0,5.0,2.0,3.0,3.0,4.0,1.0,13.0,4.0,0.0,1.0,6.0,2.0,0.0,4.0,2.0,4.0,3.0,18.0,1.0,8.0,0.0,0.0,2.0,5.0,5.0,1.0,2.0,2.0,8.0,3.0,0.0,0.0,10.0,1.0,3.0,0.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,20.0
관심,57.0,31.0,24.0,22.0,54.0,24.0,14.0,52.0,14.0,20.0,26.0,4.0,12.0,11.0,6.0,32.0,13.0,9.0,17.0,20.0,1.0,22.0,18.0,10.0,18.0,3.0,10.0,4.0,11.0,5.0,2.0,3.0,8.0,8.0,6.0,15.0,13.0,4.0,5.0,19.0,7.0,14.0,7.0,5.0,8.0,9.0,3.0,6.0,6.0,6.0,7.0,1.0,8.0,21.0,10.0,25.0,12.0,6.0,0.0,1.0,9.0,8.0,4.0,8.0,24.0,4.0,4.0,2.0,5.0,4.0,12.0,8.0,18.0,0.0,6.0,20.0,7.0,1.0,2.0,2.0,4.0,3.0,1.0,8.0,6.0,6.0,5.0,15.0,2.0,0.0,5.0,2.0,2.0,2.0,2.0,17.0,17.0,3.0,1.0,1.0,4.0,4.0,2.0,10.0,9.0,3.0,7.0,2.0,6.0,0.0,0.0,4.0,1.0,1.0,6.0,2.0,0.0,2.0,0.0,3.0,5.0,2.0,1.0,6.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,0.0,4.0,4.0,0.0,1.0,3.0,5.0,3.0,2.0,1.0,8.0,2.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,6.0
이후,37.0,74.0,59.0,41.0,46.0,18.0,30.0,35.0,16.0,90.0,22.0,8.0,15.0,33.0,14.0,11.0,19.0,13.0,54.0,3.0,20.0,3.0,10.0,12.0,29.0,12.0,25.0,11.0,1.0,7.0,1.0,1.0,31.0,6.0,6.0,8.0,10.0,5.0,25.0,16.0,11.0,9.0,2.0,7.0,1.0,8.0,1.0,4.0,6.0,1.0,21.0,5.0,6.0,5.0,17.0,19.0,3.0,3.0,0.0,4.0,6.0,9.0,16.0,2.0,3.0,0.0,38.0,5.0,2.0,5.0,5.0,14.0,2.0,7.0,7.0,2.0,4.0,5.0,2.0,21.0,7.0,7.0,4.0,10.0,9.0,20.0,15.0,0.0,3.0,6.0,4.0,2.0,1.0,12.0,4.0,18.0,5.0,1.0,32.0,6.0,3.0,7.0,1.0,4.0,4.0,1.0,1.0,21.0,2.0,2.0,1.0,13.0,3.0,3.0,6.0,7.0,7.0,11.0,0.0,5.0,6.0,3.0,5.0,14.0,4.0,6.0,0.0,11.0,5.0,4.0,16.0,4.0,6.0,9.0,6.0,3.0,0.0,4.0,5.0,4.0,0.0,7.0,0.0,7.0,4.0,2.0,0.0,8.0,3.0,1.0,5.0,6.0,30.0,5.0,3.0,6.0,2.0,0.0,0.0,2.0,0.0,15.0,1.0,3.0,6.0
건설,25.0,33.0,39.0,16.0,8.0,16.0,42.0,28.0,7.0,9.0,51.0,7.0,22.0,13.0,31.0,9.0,12.0,6.0,1.0,3.0,11.0,26.0,6.0,5.0,19.0,6.0,3.0,21.0,30.0,26.0,0.0,5.0,7.0,14.0,2.0,18.0,25.0,6.0,5.0,3.0,4.0,6.0,5.0,5.0,16.0,46.0,5.0,11.0,9.0,22.0,1.0,3.0,3.0,18.0,10.0,9.0,3.0,5.0,0.0,8.0,39.0,5.0,4.0,4.0,8.0,6.0,4.0,1.0,2.0,2.0,1.0,2.0,12.0,13.0,6.0,5.0,17.0,3.0,21.0,0.0,6.0,0.0,1.0,5.0,4.0,1.0,11.0,5.0,2.0,4.0,3.0,20.0,3.0,0.0,2.0,3.0,3.0,95.0,2.0,0.0,16.0,2.0,10.0,0.0,10.0,1.0,2.0,0.0,28.0,0.0,8.0,6.0,5.0,6.0,4.0,1.0,0.0,6.0,2.0,4.0,7.0,4.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,5.0,4.0,7.0,0.0,0.0,2.0,15.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0
스스로,11.0,7.0,4.0,12.0,5.0,4.0,16.0,4.0,8.0,5.0,2.0,2.0,5.0,10.0,6.0,4.0,3.0,1.0,10.0,0.0,5.0,1.0,3.0,1.0,4.0,4.0,10.0,9.0,2.0,18.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,9.0,4.0,7.0,1.0,1.0,4.0,9.0,1.0,0.0,12.0,16.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,8.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,3.0,1.0,8.0,3.0,3.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,1.0,2.0,4.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,1.0,2.0,2.0,0.0,1.0,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,6.0,3.0,0.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
성과,25.0,52.0,34.0,41.0,9.0,18.0,18.0,11.0,5.0,9.0,25.0,10.0,11.0,2.0,17.0,9.0,28.0,10.0,5.0,2.0,4.0,17.0,24.0,3.0,14.0,2.0,11.0,10.0,16.0,32.0,0.0,2.0,6.0,9.0,9.0,4.0,12.0,3.0,15.0,3.0,11.0,14.0,2.0,5.0,12.0,21.0,2.0,4.0,5.0,5.0,3.0,4.0,7.0,12.0,5.0,13.0,7.0,2.0,0.0,7.0,11.0,5.0,10.0,20.0,7.0,10.0,5.0,3.0,2.0,1.0,6.0,14.0,25.0,23.0,4.0,4.0,4.0,1.0,12.0,0.0,1.0,9.0,7.0,4.0,2.0,12.0,7.0,6.0,1.0,8.0,1.0,4.0,0.0,2.0,4.0,8.0,1.0,0.0,0.0,3.0,2.0,4.0,8.0,0.0,3.0,4.0,1.0,4.0,16.0,1.0,6.0,3.0,9.0,12.0,4.0,2.0,1.0,8.0,1.0,7.0,6.0,1.0,13.0,3.0,2.0,2.0,1.0,5.0,5.0,3.0,0.0,18.0,1.0,1.0,0.0,1.0,2.0,16.0,2.0,1.0,7.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,1.0,7.0,4.0,6.0,4.0,0.0,0.0,2.0,2.0,3.0,31.0,2.0,5.0
계획,18.0,62.0,36.0,21.0,25.0,19.0,46.0,23.0,6.0,30.0,17.0,3.0,8.0,6.0,53.0,4.0,18.0,14.0,12.0,0.0,3.0,11.0,7.0,10.0,11.0,4.0,7.0,26.0,10.0,17.0,2.0,1.0,1.0,14.0,1.0,8.0,37.0,5.0,18.0,10.0,4.0,19.0,8.0,3.0,16.0,56.0,3.0,16.0,10.0,30.0,2.0,1.0,4.0,26.0,1.0,2.0,9.0,4.0,0.0,20.0,12.0,4.0,5.0,12.0,10.0,6.0,12.0,6.0,3.0,5.0,5.0,4.0,2.0,39.0,14.0,1.0,12.0,1.0,14.0,2.0,4.0,4.0,1.0,1.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,17.0,0.0,3.0,1.0,12.0,10.0,30.0,3.0,2.0,15.0,3.0,7.0,4.0,2.0,3.0,0.0,2.0,37.0,3.0,2.0,4.0,6.0,3.0,3.0,2.0,0.0,6.0,0.0,4.0,22.0,2.0,1.0,2.0,2.0,0.0,4.0,3.0,0.0,1.0,7.0,4.0,5.0,1.0,1.0,3.0,2.0,19.0,2.0,3.0,4.0,15.0,4.0,1.0,0.0,4.0,4.0,2.0,3.0,0.0,2.0,4.0,10.0,2.0,4.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,6.0,3.0,2.0
개방,22.0,27.0,82.0,29.0,39.0,31.0,20.0,46.0,14.0,13.0,23.0,5.0,39.0,18.0,20.0,45.0,29.0,14.0,3.0,6.0,6.0,7.0,7.0,56.0,13.0,22.0,8.0,6.0,7.0,17.0,6.0,0.0,9.0,25.0,5.0,6.0,21.0,0.0,13.0,19.0,7.0,60.0,8.0,8.0,8.0,27.0,15.0,14.0,5.0,0.0,2.0,0.0,0.0,12.0,6.0,5.0,9.0,13.0,0.0,11.0,11.0,11.0,4.0,1.0,32.0,4.0,0.0,21.0,12.0,7.0,14.0,3.0,5.0,10.0,2.0,16.0,12.0,2.0,4.0,2.0,7.0,1.0,4.0,6.0,6.0,2.0,1.0,2.0,9.0,3.0,0.0,2.0,0.0,4.0,24.0,15.0,48.0,0.0,0.0,1.0,3.0,3.0,7.0,17.0,6.0,0.0,4.0,1.0,3.0,4.0,2.0,2.0,7.0,4.0,4.0,14.0,3.0,5.0,1.0,5.0,0.0,0.0,2.0,7.0,0.0,10.0,7.0,3.0,3.0,0.0,6.0,2.0,2.0,2.0,8.0,2.0,0.0,1.0,8.0,5.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,9.0,4.0,0.0,1.0,3.0,6.0,0.0,4.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,2.0
대학,6.0,23.0,10.0,14.0,13.0,27.0,30.0,23.0,25.0,11.0,33.0,9.0,43.0,6.0,10.0,2.0,11.0,15.0,0.0,6.0,5.0,52.0,14.0,1.0,15.0,3.0,2.0,42.0,13.0,59.0,2.0,5.0,3.0,16.0,6.0,1.0,6.0,2.0,10.0,4.0,4.0,12.0,7.0,4.0,22.0,18.0,19.0,1.0,10.0,87.0,11.0,5.0,8.0,17.0,1.0,0.0,24.0,0.0,0.0,7.0,5.0,2.0,0.0,5.0,9.0,77.0,1.0,5.0,31.0,2.0,2.0,1.0,2.0,10.0,2.0,0.0,13.0,2.0,23.0,0.0,0.0,7.0,0.0,8.0,1.0,0.0,0.0,7.0,6.0,0.0,3.0,3.0,2.0,3.0,7.0,3.0,0.0,9.0,0.0,4.0,11.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,30.0,6.0,1.0,4.0,16.0,2.0,6.0,1.0,1.0,1.0,0.0,16.0,5.0,1.0,7.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,13.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,11.0,3.0,3.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,31.0,4.0,2.0
타협,16.0,36.0,5.0,33.0,44.0,53.0,8.0,17.0,16.0,48.0,22.0,2.0,3.0,6.0,8.0,2.0,23.0,5.0,77.0,2.0,4.0,5.0,16.0,2.0,16.0,9.0,15.0,14.0,3.0,2.0,5.0,0.0,79.0,10.0,6.0,60.0,0.0,2.0,2.0,18.0,7.0,6.0,0.0,0.0,1.0,0.0,12.0,0.0,13.0,4.0,9.0,3.0,8.0,0.0,0.0,0.0,3.0,1.0,0.0,12.0,3.0,201.0,2.0,3.0,2.0,1.0,17.0,4.0,1.0,4.0,0.0,1.0,3.0,0.0,15.0,0.0,0.0,0.0,4.0,6.0,21.0,7.0,37.0,3.0,6.0,0.0,2.0,0.0,4.0,0.0,1.0,4.0,0.0,16.0,12.0,0.0,0.0,0.0,5.0,3.0,0.0,27.0,0.0,0.0,0.0,0.0,13.0,3.0,1.0,67.0,3.0,7.0,0.0,4.0,7.0,25.0,3.0,4.0,0.0,2.0,1.0,0.0,10.0,0.0,0.0,25.0,0.0,14.0,12.0,4.0,9.0,0.0,0.0,2.0,5.0,15.0,0.0,1.0,0.0,2.0,8.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,1.0,0.0,2.0,21.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
중소기업,3.0,25.0,48.0,8.0,12.0,6.0,17.0,6.0,6.0,2.0,40.0,8.0,3.0,5.0,5.0,0.0,81.0,3.0,0.0,1.0,0.0,102.0,10.0,15.0,3.0,1.0,8.0,4.0,55.0,85.0,0.0,5.0,0.0,7.0,4.0,6.0,12.0,1.0,28.0,2.0,6.0,1.0,2.0,1.0,31.0,7.0,8.0,0.0,7.0,33.0,1.0,4.0,3.0,45.0,2.0,0.0,7.0,0.0,0.0,14.0,10.0,1.0,1.0,8.0,5.0,3.0,0.0,2.0,27.0,1.0,0.0,0.0,2.0,15.0,6.0,0.0,12.0,1.0,15.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,2.0,5.0,9.0,1.0,0.0,10.0,2.0,0.0,10.0,6.0,2.0,4.0,0.0,2.0,4.0,1.0,6.0,0.0,4.0,1.0,0.0,7.0,7.0,1.0,5.0,2.0,13.0,5.0,11.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,6.0,0.0,0.0,6.0,4.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,11.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,8.0,2.0
교류,36.0,23.0,48.0,19.0,22.0,11.0,36.0,31.0,6.0,9.0,162.0,5.0,15.0,24.0,14.0,26.0,4.0,0.0,6.0,1.0,15.0,10.0,9.0,7.0,8.0,7.0,26.0,7.0,13.0,4.0,0.0,1.0,0.0,11.0,3.0,76.0,18.0,7.0,4.0,15.0,10.0,3.0,10.0,4.0,8.0,21.0,3.0,7.0,5.0,0.0,1.0,2.0,4.0,6.0,69.0,6.0,4.0,8.0,0.0,1.0,35.0,12.0,8.0,13.0,8.0,11.0,0.0,5.0,2.0,6.0,11.0,5.0,24.0,5.0,1.0,9.0,59.0,1.0,6.0,0.0,2.0,3.0,8.0,0.0,3.0,10.0,41.0,9.0,7.0,0.0,1.0,1.0,1.0,1.0,2.0,12.0,13.0,4.0,0.0,2.0,4.0,7.0,10.0,9.0,9.0,1.0,12.0,0.0,7.0,0.0,1.0,2.0,10.0,7.0,2.0,3.0,1.0,8.0,1.0,0.0,9.0,1.0,0.0,8.0,0.0,1.0,7.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,10.0,8.0,1.0,1.0,0.0,2.0,0.0,9.0,3.0,0.0,3.0,0.0,12.0,4.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,11.0
기여,20.0,13.0,55.0,19.0,15.0,45.0,85.0,43.0,4.0,6.0,43.0,8.0,63.0,28.0,17.0,100.0,8.0,5.0,9.0,6.0,9.0,12.0,13.0,4.0,10.0,8.0,7.0,43.0,11.0,3.0,3.0,0.0,13.0,14.0,5.0,21.0,8.0,5.0,13.0,13.0,2.0,5.0,4.0,6.0,18.0,9.0,4.0,25.0,2.0,5.0,14.0,0.0,0.0,5.0,16.0,9.0,5.0,49.0,0.0,2.0,5.0,9.0,9.0,10.0,13.0,2.0,0.0,9.0,2.0,9.0,10.0,10.0,17.0,9.0,2.0,32.0,8.0,9.0,7.0,2.0,6.0,2.0,7.0,2.0,34.0,9.0,5.0,5.0,5.0,1.0,3.0,6.0,0.0,5.0,2.0,5.0,11.0,1.0,3.0,0.0,3.0,4.0,6.0,8.0,14.0,0.0,3.0,0.0,6.0,1.0,2.0,2.0,5.0,3.0,0.0,3.0,1.0,10.0,0.0,3.0,0.0,2.0,5.0,4.0,6.0,4.0,3.0,2.0,4.0,2.0,1.0,13.0,5.0,4.0,3.0,3.0,4.0,1.0,1.0,2.0,5.0,3.0,3.0,5.0,2.0,4.0,3.0,0.0,2.0,12.0,0.0,4.0,1.0,8.0,2.0,1.0,2.0,1.0,0.0,4.0,0.0,5.0,6.0,0.0,4.0
인사,47.0,25.0,10.0,20.0,20.0,8.0,4.0,12.0,13.0,49.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,33.0,20.0,68.0,3.0,0.0,5.0,1.0,4.0,0.0,1.0,17.0,7.0,5.0,1.0,43.0,1.0,8.0,9.0,5.0,2.0,11.0,1.0,4.0,3.0,0.0,2.0,16.0,1.0,0.0,4.0,2.0,2.0,3.0,5.0,2.0,22.0,3.0,3.0,7.0,7.0,0.0,0.0,1.0,2.0,5.0,3.0,13.0,3.0,1.0,14.0,0.0,0.0,7.0,2.0,9.0,0.0,1.0,4.0,0.0,2.0,5.0,0.0,2.0,0.0,2.0,5.0,19.0,0.0,2.0,1.0,5.0,3.0,0.0,3.0,1.0,6.0,11.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,1.0,8.0,0.0,5.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,8.0,1.0,5.0,0.0,0.0,10.0,1.0,2.0,4.0,5.0,2.0,6.0,0.0,0.0,0.0,1.0,4.0,7.0,3.0,3.0,6.0,2.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,4.0,4.0,0.0,18.0,7.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0
국정,58.0,138.0,18.0,57.0,61.0,18.0,25.0,29.0,25.0,188.0,25.0,4.0,6.0,12.0,37.0,11.0,29.0,23.0,103.0,4.0,2.0,1.0,18.0,2.0,72.0,23.0,2.0,20.0,5.0,12.0,1.0,0.0,13.0,0.0,9.0,20.0,0.0,8.0,3.0,24.0,14.0,13.0,6.0,7.0,6.0,21.0,6.0,12.0,4.0,12.0,13.0,6.0,16.0,1.0,0.0,2.0,8.0,9.0,0.0,6.0,5.0,32.0,21.0,3.0,5.0,1.0,70.0,3.0,2.0,5.0,0.0,9.0,2.0,2.0,14.0,1.0,2.0,3.0,16.0,12.0,6.0,18.0,22.0,3.0,24.0,0.0,2.0,6.0,3.0,8.0,1.0,8.0,1.0,51.0,6.0,5.0,0.0,0.0,32.0,1.0,3.0,10.0,4.0,0.0,1.0,0.0,4.0,10.0,0.0,25.0,6.0,42.0,3.0,1.0,10.0,19.0,1.0,4.0,0.0,2.0,9.0,0.0,3.0,1.0,0.0,18.0,0.0,29.0,1.0,7.0,25.0,8.0,2.0,1.0,2.0,2.0,4.0,11.0,0.0,3.0,30.0,1.0,0.0,1.0,10.0,1.0,0.0,39.0,0.0,0.0,1.0,18.0,0.0,6.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
