,세계,국민,경제,생각,나라,대한민국,한국,정부,국가,사회,위기,성장,발전,감사,기업,대통령,오늘,지금,협력,모두,정상,회의,국제,사람,노력,사랑,이제,자리,말씀,변화,문제,미래,시대,존경,녹색,축하,산업,기술,문화,이번,역사,지역,가장,선진,극복,일자리,개발,금융,양국,지원,시장,중요,평화,마음,관계,투자,기회,북한,적극,미국,성공,필요,정책,희망,글로벌,분야,환경,기대,올해,교육,서울,진심,이야기,정말,사실,기여,확대,어려움,자유,역할,서민,기후,정신,도움,인류,에너지,시작,생활,물론,무역,도전,서로,가능,행복,동안,사업,안보,건강,일류,기원,경험,선진국,귀빈,이후,민주,과학,중국,젊은이,중심,대학,내외,방문,일본,이상,지속,추진,강화,안전,민주주의,준비,계기,개최,가족,대회,복지,시민,자랑,최근,정치,평가,번영,목표,제도,지난해,수준,시간,가치,참여,전쟁,성과,계속,경쟁력,전국,공동,의미,여러분,신뢰,대응,최선,실천,먼저,자원,한미,계획,최고,가정,학생,도시,조금,해결,과제,참석,관심,회복,합의
서민,15.0,39.0,116.0,30.0,11.0,6.0,3.0,105.0,11.0,31.0,30.0,17.0,6.0,4.0,16.0,9.0,2.0,6.0,1.0,4.0,3.0,0.0,2.0,13.0,18.0,3.0,2.0,0.0,12.0,2.0,15.0,7.0,1.0,0.0,3.0,5.0,3.0,1.0,7.0,3.0,3.0,13.0,0.0,4.0,5.0,55.0,1.0,88.0,0.0,37.0,18.0,3.0,0.0,10.0,1.0,4.0,8.0,0.0,5.0,2.0,3.0,6.0,82.0,37.0,4.0,6.0,2.0,7.0,12.0,5.0,0.0,0.0,6.0,0.0,8.0,0.0,4.0,30.0,2.0,2.0,0.0,0.0,0.0,17.0,0.0,1.0,6.0,91.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,6.0,0.0,6.0,2.0,1.0,4.0,2.0,0.0,3.0,0.0,2.0,0.0,7.0,13.0,2.0,0.0,0.0,0.0,1.0,9.0,10.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,1.0,2.0,3.0,3.0,0.0,8.0,24.0,7.0,4.0,6.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,5.0,0.0,1.0,0.0,1.0,3.0,4.0,2.0,0.0,6.0,4.0,9.0,0.0,5.0,24.0,0.0
기후,105.0,14.0,63.0,24.0,23.0,21.0,32.0,24.0,41.0,12.0,73.0,114.0,33.0,1.0,7.0,7.0,7.0,7.0,47.0,8.0,34.0,46.0,49.0,10.0,31.0,1.0,2.0,6.0,3.0,443.0,83.0,19.0,25.0,1.0,132.0,3.0,34.0,41.0,1.0,9.0,5.0,10.0,0.0,1.0,16.0,7.0,30.0,15.0,18.0,11.0,4.0,11.0,2.0,0.0,4.0,5.0,10.0,1.0,24.0,2.0,14.0,14.0,13.0,5.0,33.0,20.0,52.0,12.0,8.0,2.0,4.0,2.0,5.0,0.0,3.0,18.0,21.0,3.0,0.0,15.0,0.0,0.0,3.0,2.0,59.0,59.0,5.0,8.0,1.0,5.0,32.0,0.0,9.0,0.0,0.0,21.0,15.0,1.0,0.0,0.0,8.0,10.0,1.0,5.0,0.0,8.0,0.0,1.0,6.0,0.0,1.0,4.0,2.0,13.0,14.0,15.0,9.0,5.0,0.0,6.0,3.0,11.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,7.0,1.0,4.0,3.0,7.0,2.0,2.0,2.0,8.0,0.0,3.0,0.0,2.0,2.0,23.0,7.0,0.0,0.0,120.0,4.0,4.0,0.0,15.0,2.0,8.0,6.0,2.0,0.0,4.0,2.0,22.0,37.0,4.0,10.0,0.0,8.0
정신,46.0,42.0,23.0,46.0,44.0,37.0,23.0,19.0,47.0,44.0,34.0,18.0,34.0,16.0,9.0,2.0,12.0,15.0,8.0,16.0,1.0,3.0,3.0,7.0,15.0,18.0,0.0,5.0,9.0,16.0,1.0,13.0,19.0,7.0,27.0,3.0,8.0,7.0,17.0,2.0,16.0,9.0,0.0,36.0,13.0,4.0,6.0,4.0,2.0,3.0,8.0,8.0,15.0,11.0,2.0,10.0,11.0,0.0,6.0,3.0,9.0,11.0,5.0,3.0,7.0,7.0,5.0,7.0,3.0,4.0,1.0,4.0,2.0,0.0,3.0,13.0,4.0,4.0,14.0,5.0,0.0,3.0,0.0,2.0,16.0,5.0,1.0,6.0,2.0,4.0,60.0,6.0,8.0,3.0,6.0,4.0,6.0,7.0,24.0,3.0,2.0,4.0,0.0,4.0,20.0,2.0,0.0,4.0,5.0,5.0,0.0,0.0,1.0,3.0,5.0,2.0,4.0,0.0,13.0,3.0,6.0,0.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,7.0,2.0,2.0,1.0,1.0,3.0,9.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,7.0,3.0,2.0,2.0,5.0,29.0,0.0,0.0,1.0,1.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0
도움,61.0,35.0,74.0,82.0,136.0,44.0,38.0,38.0,32.0,47.0,10.0,28.0,61.0,8.0,27.0,8.0,14.0,7.0,24.0,8.0,9.0,11.0,27.0,33.0,9.0,8.0,2.0,7.0,10.0,3.0,10.0,7.0,1.0,1.0,2.0,1.0,7.0,8.0,12.0,15.0,5.0,20.0,0.0,3.0,11.0,11.0,16.0,11.0,26.0,9.0,23.0,5.0,10.0,8.0,22.0,7.0,2.0,14.0,10.0,15.0,7.0,38.0,15.0,7.0,4.0,6.0,7.0,8.0,3.0,3.0,7.0,4.0,10.0,1.0,7.0,5.0,9.0,3.0,5.0,7.0,17.0,2.0,2.0,0.0,3.0,3.0,4.0,10.0,1.0,3.0,4.0,12.0,1.0,2.0,7.0,7.0,3.0,4.0,1.0,1.0,28.0,7.0,0.0,8.0,1.0,0.0,6.0,7.0,1.0,11.0,0.0,3.0,1.0,1.0,7.0,6.0,3.0,1.0,2.0,3.0,2.0,6.0,2.0,1.0,19.0,1.0,3.0,0.0,2.0,2.0,8.0,11.0,11.0,2.0,0.0,3.0,0.0,6.0,4.0,7.0,4.0,7.0,2.0,2.0,7.0,3.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,5.0,1.0,3.0,1.0,0.0,3.0,10.0,0.0,0.0,6.0,3.0,4.0
인류,108.0,6.0,29.0,51.0,44.0,49.0,19.0,10.0,40.0,28.0,31.0,48.0,47.0,11.0,2.0,0.0,10.0,9.0,16.0,10.0,10.0,14.0,29.0,13.0,24.0,6.0,1.0,6.0,4.0,62.0,31.0,56.0,12.0,4.0,37.0,3.0,9.0,35.0,22.0,7.0,32.0,7.0,0.0,3.0,13.0,2.0,11.0,3.0,6.0,3.0,4.0,14.0,66.0,5.0,2.0,3.0,5.0,1.0,14.0,8.0,5.0,16.0,1.0,14.0,10.0,2.0,21.0,10.0,1.0,3.0,8.0,0.0,0.0,0.0,4.0,56.0,1.0,2.0,25.0,12.0,0.0,59.0,16.0,3.0,0.0,14.0,2.0,5.0,2.0,1.0,20.0,0.0,14.0,17.0,3.0,1.0,11.0,13.0,4.0,3.0,11.0,7.0,0.0,3.0,6.0,27.0,1.0,7.0,6.0,1.0,0.0,2.0,1.0,12.0,12.0,2.0,3.0,8.0,14.0,1.0,6.0,3.0,0.0,3.0,6.0,2.0,3.0,1.0,2.0,4.0,43.0,7.0,2.0,2.0,1.0,1.0,39.0,4.0,8.0,5.0,3.0,1.0,0.0,36.0,5.0,0.0,0.0,17.0,1.0,5.0,0.0,9.0,1.0,0.0,8.0,0.0,0.0,7.0,0.0,12.0,40.0,1.0,4.0,3.0,3.0
에너지,64.0,20.0,45.0,26.0,18.0,12.0,29.0,18.0,28.0,7.0,46.0,95.0,38.0,2.0,11.0,11.0,6.0,13.0,46.0,3.0,8.0,4.0,8.0,5.0,14.0,3.0,4.0,3.0,2.0,59.0,54.0,22.0,33.0,0.0,90.0,2.0,68.0,99.0,4.0,11.0,1.0,6.0,0.0,2.0,8.0,15.0,86.0,11.0,17.0,4.0,8.0,10.0,0.0,2.0,2.0,21.0,6.0,0.0,15.0,3.0,3.0,11.0,12.0,5.0,3.0,46.0,43.0,12.0,6.0,3.0,2.0,2.0,5.0,0.0,3.0,5.0,17.0,1.0,0.0,2.0,1.0,59.0,5.0,3.0,14.0,0.0,5.0,14.0,1.0,4.0,12.0,0.0,16.0,1.0,2.0,15.0,32.0,2.0,2.0,0.0,1.0,5.0,0.0,3.0,1.0,6.0,1.0,1.0,5.0,1.0,1.0,3.0,9.0,10.0,19.0,17.0,13.0,4.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,5.0,9.0,4.0,2.0,4.0,1.0,4.0,0.0,7.0,2.0,5.0,5.0,1.0,0.0,20.0,1.0,8.0,0.0,46.0,1.0,8.0,6.0,4.0,1.0,4.0,2.0,10.0,4.0,2.0,3.0,1.0,7.0
시작,65.0,17.0,51.0,27.0,25.0,19.0,24.0,31.0,13.0,14.0,40.0,21.0,16.0,2.0,44.0,12.0,15.0,15.0,10.0,6.0,15.0,24.0,15.0,11.0,15.0,4.0,7.0,3.0,4.0,23.0,9.0,8.0,17.0,1.0,10.0,2.0,12.0,9.0,5.0,8.0,14.0,9.0,0.0,7.0,4.0,14.0,11.0,22.0,6.0,14.0,12.0,7.0,8.0,9.0,3.0,18.0,8.0,6.0,11.0,15.0,6.0,6.0,8.0,4.0,7.0,8.0,3.0,8.0,16.0,8.0,5.0,1.0,5.0,0.0,4.0,2.0,6.0,3.0,5.0,1.0,6.0,5.0,1.0,4.0,2.0,5.0,0.0,6.0,0.0,6.0,4.0,1.0,6.0,5.0,7.0,18.0,5.0,4.0,5.0,0.0,4.0,6.0,0.0,3.0,8.0,2.0,4.0,4.0,3.0,7.0,0.0,0.0,6.0,4.0,1.0,3.0,0.0,4.0,5.0,5.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,6.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,1.0,1.0,6.0,3.0,7.0,5.0,3.0,4.0,2.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,4.0,2.0,2.0,4.0,0.0,2.0,4.0,3.0,6.0,3.0
생활,26.0,106.0,46.0,29.0,21.0,11.0,28.0,44.0,36.0,35.0,11.0,22.0,17.0,7.0,11.0,11.0,5.0,4.0,2.0,10.0,1.0,1.0,7.0,22.0,14.0,6.0,3.0,7.0,13.0,19.0,10.0,8.0,14.0,3.0,35.0,8.0,11.0,10.0,36.0,2.0,4.0,11.0,2.0,9.0,2.0,21.0,8.0,10.0,0.0,29.0,6.0,19.0,1.0,13.0,0.0,4.0,4.0,3.0,10.0,2.0,6.0,8.0,39.0,8.0,6.0,8.0,26.0,1.0,7.0,12.0,1.0,4.0,4.0,0.0,2.0,7.0,7.0,16.0,5.0,2.0,91.0,8.0,6.0,10.0,5.0,14.0,6.0,0.0,2.0,0.0,2.0,0.0,7.0,12.0,2.0,3.0,1.0,16.0,6.0,4.0,8.0,6.0,0.0,2.0,1.0,9.0,1.0,4.0,9.0,15.0,0.0,0.0,3.0,3.0,5.0,5.0,8.0,14.0,1.0,7.0,3.0,4.0,8.0,12.0,21.0,9.0,2.0,4.0,5.0,3.0,0.0,10.0,7.0,3.0,12.0,6.0,8.0,11.0,0.0,1.0,2.0,3.0,25.0,0.0,1.0,1.0,0.0,4.0,6.0,23.0,0.0,6.0,0.0,4.0,6.0,9.0,2.0,7.0,4.0,4.0,6.0,1.0,10.0,2.0,0.0
물론,9.0,9.0,10.0,5.0,6.0,2.0,3.0,6.0,9.0,13.0,5.0,3.0,4.0,2.0,4.0,0.0,1.0,0.0,5.0,3.0,2.0,1.0,3.0,3.0,5.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,5.0,0.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0
무역,192.0,25.0,120.0,24.0,30.0,30.0,28.0,5.0,33.0,3.0,57.0,32.0,11.0,8.0,25.0,8.0,10.0,3.0,20.0,9.0,60.0,46.0,23.0,0.0,17.0,3.0,2.0,9.0,5.0,6.0,4.0,7.0,25.0,3.0,4.0,5.0,8.0,8.0,2.0,13.0,9.0,8.0,0.0,1.0,22.0,4.0,10.0,29.0,9.0,5.0,17.0,12.0,0.0,1.0,5.0,38.0,6.0,0.0,8.0,18.0,7.0,7.0,9.0,2.0,13.0,10.0,9.0,7.0,26.0,1.0,3.0,10.0,1.0,0.0,11.0,12.0,17.0,5.0,100.0,4.0,0.0,5.0,4.0,3.0,1.0,4.0,6.0,0.0,0.0,0.0,3.0,1.0,7.0,1.0,1.0,1.0,8.0,0.0,1.0,3.0,2.0,12.0,2.0,6.0,0.0,3.0,13.0,0.0,9.0,0.0,2.0,1.0,21.0,22.0,6.0,5.0,12.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,7.0,5.0,2.0,2.0,5.0,6.0,1.0,24.0,3.0,0.0,4.0,1.0,0.0,4.0,2.0,1.0,0.0,9.0,6.0,2.0,0.0,2.0,1.0,4.0,0.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,11.0,30.0
도전,83.0,19.0,23.0,22.0,14.0,25.0,15.0,9.0,9.0,16.0,38.0,22.0,17.0,2.0,21.0,5.0,12.0,9.0,9.0,9.0,5.0,1.0,12.0,29.0,21.0,5.0,3.0,3.0,6.0,44.0,8.0,22.0,18.0,0.0,8.0,1.0,19.0,12.0,7.0,7.0,31.0,6.0,0.0,9.0,26.0,4.0,6.0,6.0,7.0,4.0,12.0,4.0,5.0,4.0,1.0,5.0,23.0,5.0,4.0,5.0,15.0,15.0,1.0,15.0,11.0,15.0,9.0,5.0,3.0,3.0,0.0,2.0,7.0,0.0,0.0,3.0,2.0,6.0,7.0,3.0,0.0,32.0,60.0,4.0,20.0,12.0,4.0,2.0,1.0,3.0,0.0,0.0,8.0,2.0,5.0,0.0,5.0,0.0,4.0,0.0,11.0,2.0,0.0,6.0,4.0,13.0,1.0,45.0,4.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,8.0,0.0,0.0,1.0,3.0,5.0,2.0,1.0,5.0,6.0,2.0,1.0,3.0,1.0,1.0,0.0,8.0,2.0,2.0,0.0,2.0,3.0,1.0,14.0,0.0,0.0,1.0,1.0,4.0,7.0,0.0,0.0,1.0,1.0
서로,7.0,16.0,12.0,16.0,13.0,5.0,6.0,5.0,3.0,21.0,7.0,3.0,14.0,2.0,4.0,3.0,2.0,2.0,13.0,7.0,6.0,2.0,0.0,4.0,2.0,13.0,0.0,1.0,2.0,0.0,5.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,16.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,21.0,0.0,2.0,3.0,3.0,13.0,11.0,1.0,2.0,0.0,1.0,0.0,1.0,9.0,0.0,6.0,3.0,2.0,1.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
가능,116.0,33.0,133.0,46.0,30.0,27.0,23.0,17.0,26.0,21.0,40.0,131.0,69.0,3.0,11.0,5.0,4.0,4.0,26.0,9.0,46.0,43.0,24.0,10.0,23.0,3.0,2.0,5.0,5.0,10.0,17.0,16.0,7.0,2.0,24.0,0.0,21.0,17.0,5.0,13.0,14.0,9.0,0.0,19.0,22.0,6.0,23.0,20.0,6.0,5.0,9.0,9.0,5.0,2.0,3.0,8.0,4.0,7.0,16.0,8.0,6.0,14.0,10.0,5.0,15.0,12.0,18.0,5.0,3.0,4.0,7.0,3.0,3.0,0.0,5.0,6.0,2.0,4.0,7.0,6.0,1.0,9.0,8.0,1.0,14.0,16.0,6.0,7.0,0.0,7.0,8.0,1.0,0.0,4.0,2.0,3.0,13.0,2.0,11.0,0.0,3.0,12.0,0.0,13.0,6.0,4.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,156.0,3.0,9.0,1.0,8.0,0.0,5.0,10.0,2.0,1.0,8.0,1.0,1.0,2.0,2.0,7.0,7.0,10.0,4.0,2.0,5.0,1.0,3.0,2.0,3.0,9.0,1.0,7.0,0.0,3.0,2.0,4.0,4.0,4.0,4.0,6.0,0.0,8.0,2.0,5.0,3.0,0.0,5.0,0.0,0.0,6.0,8.0,1.0,5.0,11.0,18.0
행복,25.0,88.0,17.0,32.0,50.0,38.0,14.0,18.0,43.0,69.0,4.0,10.0,41.0,14.0,2.0,12.0,14.0,3.0,1.0,83.0,0.0,0.0,6.0,22.0,16.0,9.0,0.0,19.0,3.0,2.0,9.0,15.0,13.0,6.0,4.0,31.0,1.0,3.0,15.0,2.0,2.0,6.0,0.0,19.0,1.0,13.0,3.0,1.0,7.0,3.0,3.0,8.0,13.0,14.0,3.0,1.0,3.0,6.0,2.0,1.0,8.0,7.0,8.0,11.0,4.0,6.0,8.0,2.0,0.0,5.0,1.0,6.0,1.0,0.0,1.0,9.0,1.0,2.0,19.0,1.0,4.0,0.0,3.0,2.0,17.0,1.0,5.0,12.0,0.0,1.0,2.0,0.0,4.0,0.0,3.0,5.0,2.0,127.0,17.0,140.0,3.0,3.0,0.0,0.0,5.0,1.0,1.0,4.0,5.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,12.0,4.0,9.0,2.0,1.0,25.0,4.0,15.0,5.0,5.0,3.0,4.0,2.0,12.0,5.0,1.0,1.0,4.0,8.0,10.0,1.0,0.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,2.0,2.0,6.0,1.0,0.0,1.0,0.0,1.0,3.0,82.0,3.0,4.0,0.0,5.0,2.0,29.0,2.0,3.0,0.0
동안,31.0,28.0,43.0,21.0,17.0,16.0,46.0,13.0,10.0,15.0,17.0,15.0,24.0,23.0,10.0,20.0,6.0,9.0,15.0,5.0,10.0,11.0,8.0,8.0,16.0,3.0,3.0,12.0,16.0,5.0,5.0,6.0,5.0,2.0,1.0,3.0,14.0,3.0,14.0,18.0,19.0,8.0,0.0,5.0,3.0,3.0,3.0,6.0,11.0,5.0,6.0,1.0,5.0,6.0,7.0,4.0,13.0,2.0,5.0,10.0,12.0,2.0,5.0,6.0,9.0,9.0,2.0,6.0,1.0,13.0,9.0,2.0,5.0,0.0,4.0,6.0,2.0,9.0,5.0,4.0,0.0,0.0,6.0,7.0,3.0,2.0,7.0,2.0,0.0,1.0,5.0,3.0,2.0,3.0,0.0,5.0,3.0,4.0,3.0,6.0,5.0,2.0,0.0,14.0,5.0,0.0,1.0,1.0,1.0,6.0,0.0,5.0,2.0,8.0,3.0,3.0,1.0,6.0,4.0,3.0,1.0,2.0,5.0,6.0,6.0,5.0,4.0,2.0,4.0,4.0,0.0,1.0,1.0,4.0,3.0,17.0,3.0,6.0,10.0,6.0,2.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,8.0,6.0,0.0,2.0,5.0,2.0,3.0,3.0,3.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,3.0
사업,30.0,21.0,45.0,26.0,9.0,18.0,40.0,43.0,22.0,16.0,9.0,46.0,31.0,7.0,30.0,19.0,5.0,1.0,54.0,9.0,4.0,3.0,14.0,11.0,6.0,0.0,1.0,1.0,9.0,22.0,6.0,16.0,6.0,0.0,43.0,6.0,21.0,21.0,17.0,10.0,12.0,39.0,0.0,4.0,2.0,18.0,34.0,8.0,18.0,26.0,4.0,12.0,2.0,0.0,8.0,17.0,4.0,5.0,14.0,6.0,20.0,6.0,13.0,5.0,7.0,10.0,37.0,15.0,9.0,18.0,6.0,3.0,5.0,0.0,2.0,8.0,20.0,2.0,0.0,4.0,6.0,21.0,4.0,7.0,1.0,15.0,18.0,3.0,0.0,1.0,0.0,1.0,3.0,5.0,5.0,0.0,0.0,4.0,1.0,5.0,8.0,4.0,0.0,4.0,1.0,11.0,5.0,1.0,2.0,3.0,0.0,7.0,1.0,6.0,9.0,44.0,3.0,31.0,3.0,6.0,12.0,3.0,2.0,0.0,7.0,5.0,1.0,6.0,3.0,16.0,1.0,5.0,4.0,9.0,3.0,1.0,5.0,18.0,1.0,12.0,5.0,5.0,2.0,7.0,6.0,0.0,0.0,13.0,4.0,5.0,0.0,10.0,0.0,28.0,14.0,2.0,1.0,6.0,0.0,4.0,3.0,1.0,3.0,1.0,4.0
안보,124.0,38.0,113.0,13.0,30.0,24.0,8.0,16.0,72.0,23.0,35.0,7.0,26.0,5.0,0.0,11.0,3.0,5.0,48.0,9.0,113.0,121.0,46.0,0.0,7.0,1.0,1.0,3.0,2.0,30.0,34.0,15.0,5.0,1.0,4.0,0.0,6.0,3.0,6.0,11.0,2.0,18.0,0.0,17.0,14.0,1.0,10.0,7.0,13.0,2.0,1.0,21.0,47.0,4.0,23.0,5.0,6.0,31.0,9.0,5.0,11.0,7.0,4.0,0.0,8.0,28.0,27.0,5.0,13.0,3.0,42.0,1.0,3.0,0.0,2.0,15.0,13.0,0.0,11.0,14.0,0.0,15.0,6.0,3.0,11.0,32.0,5.0,1.0,5.0,8.0,5.0,0.0,13.0,2.0,3.0,0.0,0.0,2.0,12.0,0.0,4.0,1.0,0.0,5.0,4.0,2.0,5.0,4.0,7.0,0.0,0.0,1.0,1.0,3.0,7.0,3.0,14.0,14.0,3.0,3.0,18.0,31.0,1.0,0.0,1.0,3.0,0.0,0.0,9.0,1.0,8.0,2.0,1.0,8.0,3.0,0.0,3.0,10.0,6.0,6.0,0.0,0.0,1.0,7.0,6.0,0.0,4.0,12.0,4.0,2.0,0.0,6.0,25.0,4.0,3.0,0.0,0.0,1.0,1.0,8.0,3.0,5.0,3.0,2.0,7.0
건강,14.0,89.0,13.0,23.0,36.0,10.0,11.0,19.0,17.0,41.0,0.0,10.0,39.0,18.0,12.0,22.0,15.0,1.0,4.0,60.0,2.0,2.0,4.0,10.0,11.0,9.0,0.0,21.0,6.0,1.0,4.0,8.0,4.0,3.0,2.0,31.0,4.0,1.0,13.0,5.0,1.0,7.0,0.0,9.0,1.0,10.0,0.0,2.0,23.0,5.0,4.0,5.0,2.0,8.0,9.0,1.0,5.0,0.0,6.0,1.0,8.0,4.0,6.0,3.0,1.0,2.0,14.0,5.0,5.0,2.0,5.0,4.0,1.0,0.0,1.0,14.0,0.0,0.0,1.0,5.0,6.0,1.0,7.0,4.0,13.0,2.0,4.0,16.0,2.0,0.0,0.0,2.0,2.0,127.0,4.0,4.0,2.0,0.0,6.0,133.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,2.0,0.0,6.0,0.0,1.0,4.0,4.0,1.0,11.0,2.0,6.0,4.0,4.0,9.0,5.0,8.0,5.0,1.0,1.0,0.0,1.0,15.0,1.0,1.0,0.0,6.0,8.0,1.0,5.0,1.0,4.0,0.0,0.0,7.0,2.0,4.0,2.0,3.0,1.0,5.0,2.0,0.0,1.0,0.0,1.0,2.0,64.0,3.0,1.0,1.0,2.0,1.0,23.0,7.0,7.0,0.0
일류,83.0,53.0,51.0,40.0,48.0,90.0,7.0,32.0,420.0,68.0,30.0,17.0,29.0,5.0,10.0,8.0,1.0,10.0,3.0,20.0,2.0,2.0,7.0,13.0,11.0,7.0,8.0,3.0,4.0,13.0,1.0,15.0,18.0,6.0,4.0,3.0,16.0,15.0,13.0,3.0,7.0,2.0,0.0,379.0,17.0,3.0,2.0,0.0,0.0,3.0,0.0,8.0,5.0,3.0,2.0,2.0,9.0,0.0,3.0,1.0,6.0,1.0,2.0,5.0,8.0,16.0,2.0,3.0,4.0,5.0,0.0,2.0,1.0,0.0,1.0,6.0,0.0,3.0,4.0,5.0,2.0,0.0,24.0,1.0,4.0,2.0,5.0,6.0,1.0,1.0,4.0,1.0,11.0,17.0,3.0,1.0,12.0,6.0,0.0,3.0,2.0,2.0,0.0,2.0,20.0,14.0,0.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,7.0,2.0,3.0,7.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,3.0,2.0,4.0,13.0,2.0,3.0,15.0,3.0,4.0,0.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,5.0,2.0,5.0,9.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,5.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0
기원,30.0,29.0,8.0,6.0,3.0,20.0,18.0,0.0,7.0,10.0,3.0,1.0,83.0,34.0,1.0,7.0,25.0,1.0,7.0,98.0,3.0,7.0,5.0,4.0,4.0,12.0,1.0,42.0,5.0,0.0,0.0,2.0,3.0,1.0,2.0,85.0,1.0,2.0,8.0,15.0,3.0,5.0,0.0,3.0,5.0,1.0,1.0,2.0,16.0,0.0,0.0,0.0,16.0,9.0,3.0,0.0,2.0,1.0,0.0,0.0,33.0,0.0,0.0,7.0,3.0,0.0,1.0,6.0,4.0,0.0,7.0,11.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,140.0,6.0,5.0,0.0,133.0,3.0,0.0,3.0,0.0,2.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,13.0,3.0,21.0,15.0,21.0,1.0,7.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,0.0,6.0,1.0,4.0,0.0,5.0,1.0,0.0,7.0,4.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,55.0,2.0,3.0,0.0,0.0,0.0,56.0,3.0,1.0,0.0
