,경제,국민,세계,정부,발전,한국,산업,협력,혁신,노력,사회,기업,국가,대한민국,창조,지원,문화,성장,기술,양국,평화,생각,지역,미래,북한,지금,감사,나라,축하,오늘,시대,동포,행복,통일,교육,국제,확대,모두,개발,분야,적극,시장,한반도,변화,투자,추진,존경,중요,기대,여성,역사,센터,글로벌,사업,이제,동안,개혁,도약,환경,자리,희망,일자리,안전,진심,과학,도전,구축,기여,역할,지속,에너지,강화,기반,창출,성공,창의,필요,이번,창업,기원,가치,수출,문제,가능,안보,다양,신뢰,중심,기회,역량,대회,서비스,관계,대응,전국,헌신,금융,위기,정책,계획,인류,귀빈,내외,아이디어,정보,공동,중국,규제,마음,자유,포럼,융합,성과,가장,정신,시작,정상,벤처,영상,최근,과제,올해,도발,상황,개최,진출,번영,메시지,의료,동북아,무역,개선,위협,주민,최선,말씀,바탕,현재,규모,극복,마련,현장,동력,회의,민족,과정,활성,청년,핵심,활용,각국,경찰,육성,어려움,교류,참여,토대,경험,해외,국회,건설,제공,전략,구조,운동,서로,조성,전쟁,계기,남북,이상,기관,경쟁력,생활,인재,해결
필요,65.0,45.0,24.0,45.0,22.0,13.0,30.0,55.0,29.0,37.0,33.0,21.0,24.0,13.0,16.0,61.0,3.0,25.0,26.0,16.0,9.0,26.0,21.0,18.0,20.0,11.0,5.0,8.0,0.0,4.0,14.0,14.0,5.0,11.0,17.0,19.0,22.0,6.0,21.0,20.0,24.0,13.0,9.0,25.0,22.0,16.0,4.0,12.0,4.0,10.0,5.0,8.0,11.0,23.0,4.0,7.0,16.0,20.0,13.0,4.0,4.0,16.0,8.0,0.0,8.0,19.0,19.0,5.0,10.0,17.0,25.0,13.0,11.0,12.0,10.0,13.0,0.0,3.0,12.0,0.0,10.0,2.0,14.0,11.0,7.0,12.0,10.0,9.0,3.0,6.0,1.0,9.0,7.0,16.0,6.0,2.0,7.0,10.0,8.0,6.0,8.0,1.0,1.0,5.0,9.0,5.0,7.0,27.0,1.0,2.0,0.0,7.0,8.0,0.0,10.0,0.0,4.0,5.0,1.0,6.0,6.0,2.0,2.0,9.0,1.0,5.0,2.0,0.0,3.0,5.0,3.0,18.0,4.0,20.0,5.0,3.0,9.0,1.0,5.0,14.0,9.0,10.0,3.0,2.0,2.0,10.0,8.0,2.0,6.0,6.0,5.0,4.0,6.0,7.0,4.0,7.0,0.0,6.0,2.0,7.0,3.0,13.0,6.0,13.0,4.0,4.0,6.0,1.0,3.0,3.0,2.0,7.0,7.0,8.0,9.0,5.0
이번,49.0,30.0,50.0,39.0,38.0,21.0,30.0,87.0,22.0,13.0,27.0,19.0,22.0,15.0,19.0,18.0,31.0,16.0,25.0,57.0,17.0,27.0,24.0,38.0,16.0,0.0,12.0,6.0,4.0,7.0,15.0,14.0,10.0,20.0,7.0,16.0,19.0,15.0,16.0,23.0,5.0,7.0,13.0,12.0,10.0,10.0,4.0,12.0,75.0,11.0,4.0,2.0,11.0,16.0,0.0,9.0,7.0,6.0,6.0,14.0,24.0,6.0,15.0,2.0,11.0,3.0,8.0,11.0,5.0,6.0,22.0,12.0,4.0,4.0,9.0,9.0,3.0,0.0,2.0,17.0,7.0,6.0,13.0,10.0,8.0,12.0,2.0,5.0,11.0,2.0,44.0,6.0,16.0,5.0,3.0,2.0,4.0,4.0,10.0,7.0,20.0,2.0,3.0,5.0,2.0,19.0,2.0,2.0,9.0,2.0,27.0,2.0,16.0,0.0,7.0,9.0,14.0,2.0,1.0,2.0,7.0,1.0,8.0,3.0,11.0,11.0,11.0,0.0,13.0,8.0,7.0,7.0,3.0,1.0,3.0,3.0,4.0,0.0,6.0,5.0,15.0,5.0,4.0,24.0,3.0,3.0,4.0,5.0,1.0,3.0,15.0,0.0,2.0,1.0,6.0,6.0,5.0,15.0,5.0,5.0,6.0,1.0,4.0,0.0,2.0,5.0,2.0,0.0,38.0,3.0,2.0,9.0,2.0,2.0,5.0,5.0
창업,133.0,13.0,41.0,41.0,13.0,17.0,53.0,14.0,113.0,14.0,9.0,146.0,13.0,12.0,123.0,158.0,12.0,53.0,44.0,4.0,0.0,8.0,49.0,9.0,0.0,4.0,0.0,9.0,7.0,2.0,7.0,0.0,0.0,0.0,24.0,2.0,24.0,1.0,27.0,25.0,15.0,42.0,0.0,13.0,75.0,10.0,4.0,4.0,5.0,12.0,1.0,103.0,46.0,38.0,2.0,3.0,8.0,8.0,18.0,9.0,8.0,25.0,2.0,5.0,3.0,35.0,18.0,1.0,4.0,6.0,2.0,21.0,14.0,20.0,30.0,31.0,12.0,2.0,0.0,3.0,6.0,3.0,1.0,13.0,0.0,10.0,0.0,12.0,4.0,10.0,2.0,12.0,2.0,0.0,42.0,0.0,22.0,1.0,10.0,11.0,0.0,4.0,5.0,65.0,12.0,6.0,2.0,13.0,0.0,5.0,0.0,5.0,15.0,0.0,6.0,13.0,1.0,167.0,0.0,6.0,2.0,6.0,0.0,0.0,0.0,18.0,0.0,0.0,4.0,0.0,1.0,15.0,0.0,5.0,3.0,1.0,11.0,0.0,17.0,1.0,21.0,9.0,3.0,0.0,0.0,23.0,39.0,25.0,2.0,11.0,1.0,0.0,23.0,5.0,8.0,3.0,2.0,4.0,12.0,1.0,1.0,10.0,4.0,7.0,0.0,0.0,47.0,0.0,7.0,0.0,2.0,28.0,2.0,3.0,14.0,3.0
기원,20.0,18.0,33.0,3.0,71.0,7.0,11.0,7.0,8.0,6.0,7.0,6.0,3.0,14.0,8.0,1.0,2.0,3.0,4.0,5.0,13.0,2.0,7.0,12.0,1.0,0.0,20.0,4.0,89.0,17.0,4.0,2.0,147.0,15.0,2.0,3.0,0.0,131.0,0.0,3.0,1.0,0.0,8.0,1.0,2.0,0.0,3.0,1.0,9.0,7.0,2.0,0.0,3.0,1.0,0.0,3.0,0.0,17.0,1.0,15.0,13.0,1.0,5.0,14.0,5.0,3.0,1.0,4.0,3.0,0.0,2.0,0.0,0.0,3.0,14.0,1.0,0.0,17.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,27.0,0.0,0.0,0.0,10.0,4.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,7.0,1.0,12.0,0.0,6.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,3.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0
가치,83.0,26.0,33.0,23.0,23.0,24.0,103.0,27.0,33.0,15.0,34.0,28.0,19.0,20.0,48.0,17.0,68.0,36.0,50.0,12.0,20.0,25.0,24.0,26.0,0.0,4.0,6.0,14.0,0.0,2.0,13.0,2.0,10.0,4.0,8.0,8.0,16.0,6.0,17.0,33.0,16.0,25.0,6.0,15.0,18.0,12.0,5.0,15.0,7.0,0.0,7.0,10.0,23.0,11.0,4.0,9.0,4.0,8.0,14.0,0.0,4.0,30.0,5.0,1.0,7.0,10.0,10.0,8.0,7.0,7.0,9.0,7.0,3.0,81.0,3.0,17.0,10.0,7.0,6.0,2.0,0.0,9.0,6.0,4.0,1.0,7.0,8.0,8.0,9.0,7.0,5.0,10.0,5.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,18.0,2.0,2.0,20.0,5.0,12.0,3.0,7.0,4.0,20.0,2.0,25.0,3.0,0.0,10.0,3.0,3.0,5.0,0.0,5.0,5.0,0.0,1.0,3.0,1.0,5.0,6.0,0.0,8.0,2.0,4.0,6.0,1.0,12.0,2.0,0.0,6.0,1.0,3.0,2.0,3.0,5.0,13.0,1.0,2.0,7.0,6.0,3.0,24.0,7.0,5.0,1.0,10.0,1.0,2.0,13.0,5.0,4.0,3.0,2.0,5.0,5.0,2.0,7.0,5.0,0.0,6.0,4.0,6.0,0.0,9.0,1.0,9.0,4.0,3.0,5.0
수출,117.0,16.0,57.0,19.0,21.0,48.0,91.0,14.0,33.0,10.0,4.0,163.0,17.0,7.0,12.0,67.0,9.0,38.0,30.0,6.0,2.0,4.0,13.0,20.0,0.0,12.0,3.0,21.0,4.0,6.0,7.0,5.0,1.0,0.0,7.0,11.0,33.0,4.0,34.0,6.0,26.0,54.0,1.0,0.0,23.0,26.0,3.0,7.0,5.0,1.0,5.0,15.0,12.0,18.0,4.0,1.0,6.0,5.0,6.0,2.0,7.0,10.0,2.0,0.0,2.0,4.0,11.0,16.0,2.0,12.0,7.0,15.0,6.0,17.0,9.0,1.0,2.0,6.0,3.0,1.0,9.0,0.0,1.0,6.0,1.0,0.0,0.0,12.0,4.0,17.0,0.0,10.0,2.0,1.0,5.0,0.0,11.0,1.0,10.0,6.0,0.0,1.0,14.0,2.0,9.0,1.0,27.0,10.0,0.0,4.0,0.0,5.0,12.0,0.0,0.0,5.0,2.0,6.0,5.0,9.0,8.0,4.0,0.0,3.0,0.0,13.0,1.0,0.0,5.0,0.0,63.0,12.0,1.0,0.0,4.0,4.0,7.0,2.0,26.0,2.0,3.0,4.0,3.0,3.0,0.0,9.0,9.0,1.0,7.0,25.0,1.0,0.0,24.0,2.0,2.0,3.0,0.0,7.0,40.0,0.0,5.0,15.0,12.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,8.0,12.0,0.0,0.0,2.0
문제,38.0,25.0,45.0,13.0,12.0,27.0,10.0,30.0,16.0,20.0,44.0,6.0,29.0,9.0,6.0,7.0,6.0,25.0,24.0,16.0,24.0,31.0,21.0,16.0,57.0,3.0,0.0,9.0,1.0,6.0,10.0,4.0,5.0,15.0,7.0,28.0,14.0,3.0,11.0,7.0,16.0,9.0,19.0,33.0,2.0,11.0,5.0,20.0,3.0,9.0,16.0,3.0,13.0,7.0,0.0,9.0,6.0,3.0,23.0,3.0,4.0,11.0,16.0,1.0,12.0,10.0,10.0,13.0,7.0,12.0,10.0,5.0,3.0,7.0,1.0,6.0,14.0,13.0,1.0,0.0,6.0,1.0,0.0,8.0,22.0,10.0,4.0,1.0,12.0,3.0,2.0,3.0,6.0,21.0,1.0,1.0,5.0,13.0,5.0,6.0,18.0,9.0,9.0,4.0,4.0,17.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,0.0,1.0,2.0,6.0,0.0,0.0,5.0,20.0,1.0,1.0,7.0,2.0,6.0,6.0,0.0,1.0,19.0,0.0,10.0,15.0,18.0,2.0,3.0,1.0,0.0,3.0,7.0,6.0,1.0,3.0,3.0,5.0,7.0,6.0,11.0,4.0,6.0,2.0,2.0,2.0,9.0,8.0,3.0,4.0,8.0,3.0,3.0,0.0,4.0,3.0,17.0,0.0,0.0,1.0,6.0,1.0,12.0,8.0,4.0,1.0,2.0,2.0,122.0
가능,70.0,29.0,56.0,22.0,57.0,26.0,45.0,39.0,22.0,33.0,42.0,27.0,33.0,17.0,20.0,34.0,23.0,63.0,17.0,7.0,23.0,22.0,19.0,32.0,18.0,4.0,1.0,15.0,1.0,5.0,9.0,17.0,10.0,8.0,18.0,26.0,17.0,8.0,110.0,19.0,18.0,19.0,8.0,15.0,17.0,14.0,2.0,8.0,7.0,11.0,7.0,5.0,25.0,20.0,1.0,2.0,5.0,5.0,30.0,6.0,6.0,4.0,6.0,0.0,6.0,9.0,12.0,8.0,9.0,105.0,17.0,15.0,10.0,5.0,8.0,8.0,11.0,10.0,13.0,0.0,4.0,6.0,8.0,0.0,7.0,11.0,10.0,9.0,5.0,12.0,1.0,10.0,4.0,6.0,3.0,16.0,6.0,3.0,16.0,5.0,11.0,4.0,4.0,2.0,17.0,10.0,6.0,8.0,3.0,4.0,8.0,6.0,4.0,1.0,3.0,6.0,24.0,7.0,0.0,3.0,11.0,3.0,8.0,3.0,11.0,4.0,7.0,2.0,3.0,5.0,6.0,8.0,4.0,3.0,2.0,1.0,3.0,3.0,14.0,6.0,13.0,2.0,5.0,33.0,2.0,9.0,8.0,6.0,8.0,8.0,10.0,3.0,2.0,2.0,5.0,19.0,8.0,2.0,4.0,4.0,2.0,12.0,8.0,7.0,24.0,4.0,12.0,1.0,7.0,6.0,11.0,13.0,3.0,1.0,10.0,7.0
안보,49.0,71.0,33.0,33.0,28.0,21.0,4.0,47.0,7.0,21.0,30.0,1.0,70.0,17.0,3.0,9.0,7.0,4.0,3.0,1.0,70.0,12.0,18.0,6.0,65.0,4.0,8.0,10.0,3.0,6.0,10.0,1.0,6.0,33.0,2.0,32.0,5.0,5.0,13.0,17.0,9.0,4.0,40.0,27.0,1.0,10.0,11.0,19.0,3.0,7.0,8.0,1.0,28.0,2.0,3.0,4.0,2.0,3.0,17.0,2.0,3.0,1.0,14.0,6.0,1.0,5.0,22.0,5.0,7.0,11.0,8.0,20.0,12.0,1.0,3.0,1.0,7.0,8.0,0.0,2.0,1.0,1.0,22.0,7.0,0.0,13.0,12.0,5.0,0.0,12.0,2.0,0.0,8.0,25.0,0.0,4.0,0.0,46.0,0.0,4.0,3.0,4.0,4.0,0.0,2.0,5.0,0.0,0.0,8.0,4.0,1.0,0.0,2.0,0.0,3.0,3.0,14.0,0.0,2.0,6.0,6.0,1.0,27.0,31.0,4.0,0.0,6.0,2.0,1.0,26.0,1.0,0.0,52.0,4.0,4.0,3.0,14.0,3.0,1.0,15.0,4.0,0.0,1.0,20.0,9.0,3.0,0.0,1.0,3.0,0.0,9.0,6.0,0.0,5.0,4.0,5.0,14.0,2.0,1.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,2.0,4.0,2.0,9.0,1.0,3.0,1.0,3.0,0.0,9.0
다양,54.0,25.0,31.0,35.0,36.0,45.0,52.0,95.0,14.0,28.0,20.0,25.0,21.0,11.0,16.0,43.0,48.0,15.0,30.0,47.0,10.0,5.0,29.0,15.0,12.0,8.0,4.0,3.0,0.0,7.0,9.0,14.0,4.0,11.0,41.0,11.0,30.0,4.0,28.0,68.0,20.0,7.0,2.0,15.0,14.0,19.0,3.0,9.0,21.0,14.0,6.0,7.0,11.0,29.0,4.0,14.0,3.0,3.0,13.0,3.0,6.0,12.0,8.0,0.0,16.0,13.0,13.0,17.0,8.0,9.0,15.0,12.0,12.0,6.0,7.0,13.0,12.0,12.0,10.0,1.0,7.0,0.0,10.0,11.0,13.0,0.0,5.0,8.0,14.0,5.0,12.0,15.0,11.0,11.0,5.0,2.0,13.0,3.0,22.0,4.0,12.0,3.0,3.0,12.0,17.0,7.0,13.0,4.0,4.0,4.0,8.0,14.0,3.0,0.0,2.0,2.0,5.0,6.0,0.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,0.0,17.0,1.0,2.0,8.0,12.0,4.0,0.0,0.0,7.0,0.0,5.0,2.0,8.0,6.0,4.0,5.0,5.0,7.0,5.0,2.0,3.0,12.0,3.0,1.0,3.0,1.0,15.0,11.0,4.0,11.0,0.0,0.0,4.0,18.0,5.0,3.0,4.0,3.0,2.0,1.0,4.0,3.0,2.0,8.0,0.0,2.0,6.0,6.0
신뢰,24.0,96.0,13.0,36.0,26.0,30.0,3.0,62.0,5.0,31.0,29.0,10.0,25.0,11.0,1.0,5.0,9.0,13.0,2.0,30.0,55.0,24.0,11.0,7.0,38.0,2.0,5.0,10.0,2.0,6.0,12.0,3.0,11.0,25.0,4.0,14.0,2.0,9.0,3.0,4.0,3.0,7.0,57.0,18.0,0.0,21.0,6.0,13.0,19.0,1.0,8.0,0.0,4.0,6.0,4.0,7.0,2.0,4.0,2.0,8.0,5.0,1.0,11.0,4.0,1.0,4.0,31.0,6.0,8.0,14.0,3.0,4.0,16.0,3.0,11.0,1.0,10.0,2.0,0.0,2.0,8.0,0.0,4.0,10.0,12.0,5.0,0.0,2.0,0.0,2.0,1.0,1.0,21.0,10.0,0.0,5.0,0.0,6.0,7.0,1.0,5.0,5.0,5.0,0.0,1.0,14.0,9.0,0.0,5.0,2.0,2.0,1.0,1.0,0.0,4.0,7.0,10.0,0.0,0.0,2.0,1.0,2.0,10.0,3.0,0.0,4.0,6.0,0.0,1.0,27.0,0.0,2.0,7.0,2.0,5.0,4.0,21.0,0.0,2.0,5.0,2.0,5.0,6.0,0.0,2.0,6.0,0.0,1.0,2.0,0.0,1.0,16.0,0.0,4.0,7.0,0.0,11.0,1.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,11.0,3.0,4.0,8.0,23.0,0.0,1.0,1.0,2.0,0.0,1.0
중심,77.0,39.0,22.0,44.0,53.0,23.0,68.0,38.0,35.0,29.0,38.0,31.0,32.0,20.0,38.0,42.0,21.0,31.0,29.0,21.0,7.0,16.0,50.0,17.0,2.0,6.0,2.0,3.0,2.0,4.0,11.0,31.0,10.0,10.0,37.0,16.0,29.0,7.0,28.0,17.0,17.0,15.0,7.0,11.0,22.0,27.0,4.0,8.0,16.0,6.0,4.0,29.0,9.0,15.0,1.0,13.0,15.0,9.0,12.0,9.0,5.0,11.0,21.0,0.0,15.0,4.0,13.0,3.0,23.0,20.0,22.0,11.0,16.0,10.0,3.0,6.0,9.0,5.0,12.0,1.0,8.0,12.0,1.0,9.0,5.0,8.0,2.0,0.0,4.0,12.0,0.0,26.0,10.0,11.0,6.0,6.0,7.0,2.0,19.0,5.0,6.0,0.0,1.0,3.0,4.0,6.0,8.0,9.0,5.0,3.0,6.0,8.0,5.0,0.0,5.0,9.0,4.0,6.0,3.0,4.0,5.0,1.0,1.0,4.0,4.0,4.0,5.0,1.0,14.0,5.0,1.0,6.0,2.0,18.0,5.0,3.0,3.0,1.0,7.0,4.0,9.0,26.0,5.0,9.0,0.0,5.0,10.0,6.0,9.0,1.0,1.0,2.0,11.0,9.0,4.0,4.0,3.0,2.0,2.0,3.0,10.0,12.0,6.0,12.0,12.0,1.0,5.0,0.0,5.0,4.0,3.0,13.0,4.0,13.0,8.0,3.0
기회,76.0,17.0,42.0,25.0,34.0,31.0,40.0,30.0,24.0,20.0,17.0,39.0,11.0,10.0,14.0,28.0,9.0,31.0,20.0,34.0,6.0,23.0,8.0,16.0,9.0,16.0,0.0,6.0,0.0,8.0,8.0,36.0,3.0,13.0,31.0,6.0,39.0,11.0,7.0,16.0,16.0,32.0,10.0,32.0,17.0,11.0,4.0,7.0,10.0,9.0,5.0,6.0,13.0,10.0,1.0,4.0,9.0,24.0,12.0,5.0,4.0,12.0,3.0,0.0,10.0,31.0,5.0,10.0,6.0,8.0,20.0,7.0,2.0,18.0,7.0,12.0,3.0,11.0,4.0,2.0,9.0,4.0,12.0,5.0,0.0,14.0,0.0,4.0,0.0,10.0,2.0,10.0,4.0,8.0,3.0,1.0,4.0,38.0,4.0,9.0,2.0,4.0,4.0,6.0,6.0,5.0,5.0,7.0,3.0,8.0,5.0,2.0,3.0,0.0,7.0,4.0,2.0,4.0,0.0,3.0,2.0,3.0,3.0,5.0,0.0,17.0,5.0,0.0,7.0,4.0,1.0,6.0,2.0,3.0,5.0,2.0,8.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,3.0,10.0,3.0,15.0,2.0,21.0,5.0,0.0,9.0,10.0,6.0,4.0,4.0,12.0,6.0,1.0,5.0,37.0,3.0,4.0,1.0,2.0,1.0,0.0,4.0,0.0,3.0,3.0,3.0,2.0,8.0,5.0
역량,50.0,44.0,42.0,86.0,35.0,24.0,47.0,15.0,29.0,24.0,41.0,42.0,46.0,23.0,28.0,47.0,29.0,23.0,35.0,6.0,9.0,13.0,26.0,17.0,5.0,8.0,4.0,10.0,2.0,2.0,13.0,26.0,15.0,17.0,22.0,10.0,15.0,7.0,36.0,10.0,27.0,11.0,6.0,9.0,11.0,17.0,2.0,7.0,10.0,45.0,1.0,13.0,24.0,13.0,1.0,9.0,5.0,8.0,23.0,4.0,2.0,14.0,10.0,0.0,19.0,7.0,11.0,16.0,8.0,20.0,3.0,47.0,13.0,13.0,12.0,18.0,6.0,2.0,10.0,2.0,7.0,17.0,3.0,12.0,12.0,5.0,2.0,12.0,10.0,0.0,4.0,6.0,1.0,18.0,5.0,2.0,3.0,1.0,17.0,8.0,5.0,0.0,0.0,6.0,11.0,2.0,4.0,8.0,2.0,5.0,1.0,4.0,4.0,0.0,5.0,2.0,6.0,7.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,6.0,2.0,0.0,5.0,0.0,4.0,12.0,4.0,6.0,7.0,1.0,9.0,2.0,7.0,2.0,4.0,4.0,7.0,10.0,2.0,6.0,8.0,6.0,9.0,8.0,7.0,5.0,6.0,2.0,6.0,4.0,11.0,10.0,7.0,0.0,3.0,10.0,7.0,7.0,10.0,0.0,12.0,1.0,2.0,0.0,2.0,10.0,9.0,4.0,17.0,1.0
대회,4.0,17.0,197.0,10.0,23.0,23.0,5.0,13.0,0.0,8.0,33.0,10.0,7.0,14.0,3.0,10.0,7.0,1.0,20.0,4.0,5.0,17.0,11.0,5.0,6.0,0.0,15.0,4.0,87.0,11.0,3.0,32.0,14.0,19.0,3.0,22.0,3.0,18.0,0.0,11.0,1.0,0.0,6.0,2.0,8.0,10.0,26.0,6.0,16.0,61.0,10.0,0.0,6.0,4.0,0.0,8.0,0.0,2.0,0.0,9.0,8.0,0.0,14.0,71.0,28.0,1.0,5.0,5.0,3.0,6.0,3.0,9.0,0.0,0.0,14.0,0.0,1.0,44.0,2.0,27.0,5.0,0.0,2.0,1.0,2.0,12.0,1.0,0.0,2.0,4.0,0.0,0.0,8.0,0.0,96.0,3.0,6.0,0.0,3.0,1.0,7.0,12.0,8.0,2.0,7.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,8.0,0.0,1.0,4.0,3.0,1.0,58.0,1.0,1.0,7.0,0.0,0.0,67.0,11.0,0.0,58.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,17.0,0.0,7.0,3.0,0.0,1.0,22.0,9.0,0.0,0.0,1.0,4.0,1.0,5.0,6.0,1.0,3.0,1.0,0.0,0.0,17.0,2.0,0.0,0.0,11.0,1.0,0.0,3.0,2.0,3.0,0.0,1.0
서비스,52.0,33.0,31.0,36.0,60.0,37.0,134.0,49.0,26.0,36.0,23.0,29.0,17.0,6.0,20.0,85.0,18.0,19.0,29.0,33.0,0.0,14.0,36.0,20.0,0.0,2.0,1.0,4.0,0.0,0.0,2.0,70.0,7.0,0.0,14.0,3.0,72.0,1.0,13.0,34.0,29.0,11.0,0.0,4.0,19.0,26.0,6.0,13.0,17.0,6.0,4.0,28.0,8.0,16.0,4.0,7.0,11.0,5.0,11.0,2.0,1.0,46.0,11.0,0.0,3.0,0.0,18.0,10.0,13.0,24.0,20.0,15.0,15.0,28.0,8.0,10.0,9.0,6.0,12.0,0.0,10.0,10.0,3.0,10.0,0.0,15.0,1.0,26.0,10.0,6.0,0.0,0.0,25.0,3.0,11.0,1.0,29.0,0.0,16.0,13.0,1.0,0.0,0.0,13.0,11.0,0.0,6.0,11.0,3.0,0.0,0.0,10.0,5.0,0.0,0.0,13.0,2.0,5.0,0.0,4.0,4.0,5.0,0.0,6.0,7.0,19.0,0.0,0.0,60.0,0.0,6.0,14.0,1.0,5.0,6.0,0.0,5.0,3.0,5.0,0.0,3.0,14.0,6.0,0.0,0.0,5.0,9.0,10.0,5.0,17.0,3.0,5.0,32.0,8.0,7.0,6.0,5.0,5.0,19.0,9.0,12.0,71.0,4.0,9.0,4.0,1.0,4.0,0.0,8.0,0.0,9.0,19.0,7.0,33.0,2.0,4.0
관계,76.0,17.0,24.0,33.0,113.0,51.0,11.0,129.0,4.0,25.0,26.0,6.0,21.0,5.0,5.0,34.0,11.0,15.0,4.0,144.0,20.0,26.0,22.0,26.0,19.0,4.0,7.0,13.0,2.0,4.0,11.0,73.0,3.0,10.0,12.0,6.0,33.0,4.0,6.0,26.0,9.0,4.0,15.0,8.0,10.0,21.0,14.0,9.0,13.0,0.0,24.0,3.0,4.0,13.0,7.0,17.0,3.0,5.0,3.0,5.0,3.0,2.0,7.0,4.0,1.0,1.0,29.0,13.0,9.0,16.0,13.0,16.0,10.0,3.0,8.0,2.0,7.0,16.0,2.0,0.0,5.0,2.0,6.0,4.0,8.0,11.0,21.0,10.0,4.0,1.0,8.0,25.0,0.0,2.0,1.0,4.0,2.0,2.0,8.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,11.0,0.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,17.0,16.0,0.0,1.0,6.0,6.0,5.0,3.0,8.0,11.0,12.0,4.0,1.0,3.0,9.0,3.0,14.0,3.0,7.0,2.0,3.0,16.0,3.0,2.0,1.0,3.0,5.0,2.0,5.0,6.0,2.0,8.0,1.0,2.0,3.0,0.0,8.0,0.0,4.0,14.0,8.0,9.0,5.0,8.0,3.0,10.0,3.0,22.0,2.0,2.0,3.0,3.0,5.0,20.0,55.0,1.0,6.0,0.0,8.0,4.0,4.0
대응,36.0,25.0,36.0,44.0,13.0,30.0,40.0,33.0,14.0,42.0,42.0,7.0,35.0,10.0,5.0,21.0,10.0,21.0,18.0,9.0,10.0,15.0,19.0,11.0,46.0,6.0,2.0,11.0,4.0,2.0,10.0,1.0,2.0,6.0,4.0,55.0,14.0,3.0,14.0,18.0,31.0,12.0,9.0,77.0,9.0,11.0,2.0,10.0,4.0,2.0,2.0,7.0,25.0,9.0,2.0,5.0,5.0,6.0,23.0,4.0,1.0,7.0,31.0,0.0,6.0,15.0,22.0,3.0,5.0,5.0,30.0,45.0,7.0,17.0,3.0,3.0,16.0,5.0,0.0,0.0,4.0,1.0,21.0,6.0,25.0,11.0,10.0,11.0,8.0,18.0,0.0,3.0,2.0,0.0,4.0,2.0,5.0,9.0,8.0,10.0,11.0,1.0,1.0,2.0,5.0,10.0,3.0,5.0,0.0,4.0,0.0,4.0,4.0,0.0,1.0,2.0,3.0,0.0,1.0,9.0,11.0,2.0,25.0,7.0,9.0,2.0,2.0,1.0,10.0,3.0,8.0,8.0,21.0,14.0,4.0,1.0,6.0,4.0,5.0,4.0,5.0,15.0,8.0,11.0,2.0,9.0,5.0,1.0,8.0,8.0,16.0,8.0,8.0,2.0,6.0,10.0,2.0,7.0,1.0,0.0,0.0,4.0,6.0,8.0,0.0,0.0,6.0,1.0,7.0,3.0,6.0,3.0,3.0,2.0,1.0,8.0
전국,90.0,42.0,17.0,20.0,15.0,16.0,26.0,7.0,101.0,14.0,9.0,39.0,9.0,15.0,79.0,39.0,11.0,12.0,15.0,3.0,4.0,2.0,74.0,6.0,1.0,4.0,19.0,3.0,54.0,5.0,6.0,3.0,12.0,14.0,11.0,0.0,11.0,5.0,7.0,5.0,10.0,5.0,4.0,2.0,15.0,13.0,19.0,1.0,6.0,32.0,5.0,86.0,10.0,16.0,0.0,5.0,6.0,4.0,3.0,15.0,12.0,9.0,14.0,33.0,2.0,4.0,13.0,1.0,9.0,1.0,4.0,4.0,6.0,6.0,9.0,9.0,6.0,3.0,42.0,10.0,1.0,5.0,1.0,3.0,0.0,5.0,0.0,6.0,3.0,5.0,96.0,11.0,1.0,4.0,0.0,4.0,10.0,3.0,5.0,3.0,0.0,9.0,10.0,11.0,4.0,3.0,2.0,10.0,2.0,5.0,0.0,6.0,9.0,0.0,3.0,7.0,2.0,17.0,28.0,0.0,2.0,8.0,1.0,1.0,19.0,5.0,0.0,28.0,0.0,1.0,1.0,6.0,0.0,11.0,3.0,3.0,6.0,1.0,6.0,0.0,4.0,6.0,1.0,0.0,9.0,3.0,2.0,1.0,3.0,7.0,4.0,11.0,7.0,2.0,4.0,8.0,0.0,1.0,8.0,1.0,2.0,6.0,1.0,3.0,17.0,0.0,10.0,1.0,2.0,0.0,1.0,17.0,5.0,19.0,4.0,0.0
